filepath,label
D:\ai_project\data\ecg_images\103_300302_normal.png,normal
D:\ai_project\data\ecg_images\103_300618_normal.png,normal
D:\ai_project\data\ecg_images\103_300924_normal.png,normal
D:\ai_project\data\ecg_images\103_301235_normal.png,normal
D:\ai_project\data\ecg_images\103_301537_normal.png,normal
D:\ai_project\data\ecg_images\103_301842_normal.png,normal
D:\ai_project\data\ecg_images\103_302165_normal.png,normal
D:\ai_project\data\ecg_images\103_302498_normal.png,normal
D:\ai_project\data\ecg_images\103_302813_normal.png,normal
D:\ai_project\data\ecg_images\103_303116_normal.png,normal
D:\ai_project\data\ecg_images\103_303434_normal.png,normal
D:\ai_project\data\ecg_images\103_303740_normal.png,normal
D:\ai_project\data\ecg_images\103_304051_normal.png,normal
D:\ai_project\data\ecg_images\103_304373_normal.png,normal
D:\ai_project\data\ecg_images\103_304704_normal.png,normal
D:\ai_project\data\ecg_images\103_305026_normal.png,normal
D:\ai_project\data\ecg_images\103_305330_normal.png,normal
D:\ai_project\data\ecg_images\103_305644_normal.png,normal
D:\ai_project\data\ecg_images\103_305964_normal.png,normal
D:\ai_project\data\ecg_images\103_306286_normal.png,normal
D:\ai_project\data\ecg_images\103_306622_normal.png,normal
D:\ai_project\data\ecg_images\103_306954_normal.png,normal
D:\ai_project\data\ecg_images\103_307281_normal.png,normal
D:\ai_project\data\ecg_images\103_307579_normal.png,normal
D:\ai_project\data\ecg_images\103_307882_normal.png,normal
D:\ai_project\data\ecg_images\103_308196_normal.png,normal
D:\ai_project\data\ecg_images\103_308511_normal.png,normal
D:\ai_project\data\ecg_images\103_308831_normal.png,normal
D:\ai_project\data\ecg_images\103_309151_normal.png,normal
D:\ai_project\data\ecg_images\103_309469_normal.png,normal
D:\ai_project\data\ecg_images\103_309769_normal.png,normal
D:\ai_project\data\ecg_images\103_310075_normal.png,normal
D:\ai_project\data\ecg_images\103_310399_normal.png,normal
D:\ai_project\data\ecg_images\103_310725_normal.png,normal
D:\ai_project\data\ecg_images\103_311052_normal.png,normal
D:\ai_project\data\ecg_images\103_311380_normal.png,normal
D:\ai_project\data\ecg_images\103_311703_normal.png,normal
D:\ai_project\data\ecg_images\103_312020_normal.png,normal
D:\ai_project\data\ecg_images\103_312326_normal.png,normal
D:\ai_project\data\ecg_images\103_312660_normal.png,normal
D:\ai_project\data\ecg_images\103_312986_normal.png,normal
D:\ai_project\data\ecg_images\103_313315_normal.png,normal
D:\ai_project\data\ecg_images\103_313661_normal.png,normal
D:\ai_project\data\ecg_images\103_313992_normal.png,normal
D:\ai_project\data\ecg_images\103_314315_normal.png,normal
D:\ai_project\data\ecg_images\103_314629_normal.png,normal
D:\ai_project\data\ecg_images\103_314969_normal.png,normal
D:\ai_project\data\ecg_images\103_315305_normal.png,normal
D:\ai_project\data\ecg_images\103_315631_normal.png,normal
D:\ai_project\data\ecg_images\103_315955_normal.png,normal
D:\ai_project\data\ecg_images\103_316272_normal.png,normal
D:\ai_project\data\ecg_images\103_316576_normal.png,normal
D:\ai_project\data\ecg_images\103_316895_normal.png,normal
D:\ai_project\data\ecg_images\103_317237_normal.png,normal
D:\ai_project\data\ecg_images\103_317574_normal.png,normal
D:\ai_project\data\ecg_images\103_317902_normal.png,normal
D:\ai_project\data\ecg_images\103_318221_normal.png,normal
D:\ai_project\data\ecg_images\103_318549_normal.png,normal
D:\ai_project\data\ecg_images\103_318869_normal.png,normal
D:\ai_project\data\ecg_images\103_319185_normal.png,normal
D:\ai_project\data\ecg_images\103_319527_normal.png,normal
D:\ai_project\data\ecg_images\103_319854_normal.png,normal
D:\ai_project\data\ecg_images\103_320172_normal.png,normal
D:\ai_project\data\ecg_images\103_320481_normal.png,normal
D:\ai_project\data\ecg_images\103_320796_normal.png,normal
D:\ai_project\data\ecg_images\103_321115_normal.png,normal
D:\ai_project\data\ecg_images\103_321437_normal.png,normal
D:\ai_project\data\ecg_images\103_321780_normal.png,normal
D:\ai_project\data\ecg_images\103_322111_normal.png,normal
D:\ai_project\data\ecg_images\103_322420_normal.png,normal
D:\ai_project\data\ecg_images\103_322730_normal.png,normal
D:\ai_project\data\ecg_images\103_323039_normal.png,normal
D:\ai_project\data\ecg_images\103_323354_normal.png,normal
D:\ai_project\data\ecg_images\103_323680_normal.png,normal
D:\ai_project\data\ecg_images\103_324020_normal.png,normal
D:\ai_project\data\ecg_images\103_324351_normal.png,normal
D:\ai_project\data\ecg_images\103_324657_normal.png,normal
D:\ai_project\data\ecg_images\103_324957_normal.png,normal
D:\ai_project\data\ecg_images\103_325262_normal.png,normal
D:\ai_project\data\ecg_images\103_325565_normal.png,normal
D:\ai_project\data\ecg_images\103_325860_normal.png,normal
D:\ai_project\data\ecg_images\103_326159_normal.png,normal
D:\ai_project\data\ecg_images\103_326465_normal.png,normal
D:\ai_project\data\ecg_images\103_326757_normal.png,normal
D:\ai_project\data\ecg_images\103_327043_normal.png,normal
D:\ai_project\data\ecg_images\103_327337_normal.png,normal
D:\ai_project\data\ecg_images\103_327650_normal.png,normal
D:\ai_project\data\ecg_images\103_327977_normal.png,normal
D:\ai_project\data\ecg_images\103_328298_normal.png,normal
D:\ai_project\data\ecg_images\103_328634_normal.png,normal
D:\ai_project\data\ecg_images\103_328957_normal.png,normal
D:\ai_project\data\ecg_images\103_329267_normal.png,normal
D:\ai_project\data\ecg_images\103_329581_normal.png,normal
D:\ai_project\data\ecg_images\103_329903_normal.png,normal
D:\ai_project\data\ecg_images\103_330241_normal.png,normal
D:\ai_project\data\ecg_images\103_330565_normal.png,normal
D:\ai_project\data\ecg_images\103_330883_normal.png,normal
D:\ai_project\data\ecg_images\103_331191_normal.png,normal
D:\ai_project\data\ecg_images\103_331477_normal.png,normal
D:\ai_project\data\ecg_images\103_331771_normal.png,normal
D:\ai_project\data\ecg_images\103_332077_normal.png,normal
D:\ai_project\data\ecg_images\103_332397_normal.png,normal
D:\ai_project\data\ecg_images\103_332717_normal.png,normal
D:\ai_project\data\ecg_images\103_333032_normal.png,normal
D:\ai_project\data\ecg_images\103_333352_normal.png,normal
D:\ai_project\data\ecg_images\103_333657_normal.png,normal
D:\ai_project\data\ecg_images\103_333961_normal.png,normal
D:\ai_project\data\ecg_images\103_334278_normal.png,normal
D:\ai_project\data\ecg_images\103_334612_normal.png,normal
D:\ai_project\data\ecg_images\103_334931_normal.png,normal
D:\ai_project\data\ecg_images\103_335231_normal.png,normal
D:\ai_project\data\ecg_images\103_335543_normal.png,normal
D:\ai_project\data\ecg_images\103_335842_normal.png,normal
D:\ai_project\data\ecg_images\103_336145_normal.png,normal
D:\ai_project\data\ecg_images\103_336463_normal.png,normal
D:\ai_project\data\ecg_images\103_336787_normal.png,normal
D:\ai_project\data\ecg_images\103_337119_normal.png,normal
D:\ai_project\data\ecg_images\103_337434_normal.png,normal
D:\ai_project\data\ecg_images\103_337743_normal.png,normal
D:\ai_project\data\ecg_images\103_338057_normal.png,normal
D:\ai_project\data\ecg_images\103_338367_normal.png,normal
D:\ai_project\data\ecg_images\103_338700_normal.png,normal
D:\ai_project\data\ecg_images\103_339032_normal.png,normal
D:\ai_project\data\ecg_images\103_339368_normal.png,normal
D:\ai_project\data\ecg_images\103_339698_normal.png,normal
D:\ai_project\data\ecg_images\103_340017_normal.png,normal
D:\ai_project\data\ecg_images\103_340348_normal.png,normal
D:\ai_project\data\ecg_images\103_340677_normal.png,normal
D:\ai_project\data\ecg_images\103_341013_normal.png,normal
D:\ai_project\data\ecg_images\103_341351_normal.png,normal
D:\ai_project\data\ecg_images\103_341689_normal.png,normal
D:\ai_project\data\ecg_images\103_342002_normal.png,normal
D:\ai_project\data\ecg_images\103_342323_normal.png,normal
D:\ai_project\data\ecg_images\103_342645_normal.png,normal
D:\ai_project\data\ecg_images\103_342973_normal.png,normal
D:\ai_project\data\ecg_images\103_343307_normal.png,normal
D:\ai_project\data\ecg_images\103_343638_normal.png,normal
D:\ai_project\data\ecg_images\103_343967_normal.png,normal
D:\ai_project\data\ecg_images\103_344277_normal.png,normal
D:\ai_project\data\ecg_images\103_344588_normal.png,normal
D:\ai_project\data\ecg_images\103_344902_normal.png,normal
D:\ai_project\data\ecg_images\103_345218_normal.png,normal
D:\ai_project\data\ecg_images\103_345547_normal.png,normal
D:\ai_project\data\ecg_images\103_345865_normal.png,normal
D:\ai_project\data\ecg_images\103_346181_normal.png,normal
D:\ai_project\data\ecg_images\103_346481_normal.png,normal
D:\ai_project\data\ecg_images\103_346778_normal.png,normal
D:\ai_project\data\ecg_images\103_347093_normal.png,normal
D:\ai_project\data\ecg_images\103_347417_normal.png,normal
D:\ai_project\data\ecg_images\103_347741_normal.png,normal
D:\ai_project\data\ecg_images\103_348076_normal.png,normal
D:\ai_project\data\ecg_images\103_348411_normal.png,normal
D:\ai_project\data\ecg_images\103_348733_normal.png,normal
D:\ai_project\data\ecg_images\103_349051_normal.png,normal
D:\ai_project\data\ecg_images\103_349391_normal.png,normal
D:\ai_project\data\ecg_images\103_349726_normal.png,normal
D:\ai_project\data\ecg_images\103_350058_normal.png,normal
D:\ai_project\data\ecg_images\103_350382_normal.png,normal
D:\ai_project\data\ecg_images\103_350698_normal.png,normal
D:\ai_project\data\ecg_images\103_351003_normal.png,normal
D:\ai_project\data\ecg_images\103_351305_normal.png,normal
D:\ai_project\data\ecg_images\103_351637_normal.png,normal
D:\ai_project\data\ecg_images\103_351959_normal.png,normal
D:\ai_project\data\ecg_images\103_352273_normal.png,normal
D:\ai_project\data\ecg_images\103_352584_normal.png,normal
D:\ai_project\data\ecg_images\103_352891_normal.png,normal
D:\ai_project\data\ecg_images\103_353193_normal.png,normal
D:\ai_project\data\ecg_images\103_353494_normal.png,normal
D:\ai_project\data\ecg_images\103_353814_normal.png,normal
D:\ai_project\data\ecg_images\103_354143_normal.png,normal
D:\ai_project\data\ecg_images\103_354464_normal.png,normal
D:\ai_project\data\ecg_images\103_354777_normal.png,normal
D:\ai_project\data\ecg_images\103_355080_normal.png,normal
D:\ai_project\data\ecg_images\103_355385_normal.png,normal
D:\ai_project\data\ecg_images\103_355690_normal.png,normal
D:\ai_project\data\ecg_images\103_356005_normal.png,normal
D:\ai_project\data\ecg_images\103_356337_normal.png,normal
D:\ai_project\data\ecg_images\103_356658_normal.png,normal
D:\ai_project\data\ecg_images\103_356969_normal.png,normal
D:\ai_project\data\ecg_images\103_357269_normal.png,normal
D:\ai_project\data\ecg_images\103_357583_normal.png,normal
D:\ai_project\data\ecg_images\103_357890_normal.png,normal
D:\ai_project\data\ecg_images\103_358205_normal.png,normal
D:\ai_project\data\ecg_images\103_358545_normal.png,normal
D:\ai_project\data\ecg_images\103_358864_normal.png,normal
D:\ai_project\data\ecg_images\103_359174_normal.png,normal
D:\ai_project\data\ecg_images\103_359477_normal.png,normal
D:\ai_project\data\ecg_images\103_359785_normal.png,normal
D:\ai_project\data\ecg_images\103_360099_normal.png,normal
D:\ai_project\data\ecg_images\103_360416_normal.png,normal
D:\ai_project\data\ecg_images\103_360752_normal.png,normal
D:\ai_project\data\ecg_images\103_361079_normal.png,normal
D:\ai_project\data\ecg_images\103_361394_normal.png,normal
D:\ai_project\data\ecg_images\103_361705_normal.png,normal
D:\ai_project\data\ecg_images\103_362015_normal.png,normal
D:\ai_project\data\ecg_images\103_362344_normal.png,normal
D:\ai_project\data\ecg_images\103_362671_normal.png,normal
D:\ai_project\data\ecg_images\103_363002_normal.png,normal
D:\ai_project\data\ecg_images\103_363333_normal.png,normal
D:\ai_project\data\ecg_images\103_363647_normal.png,normal
D:\ai_project\data\ecg_images\103_363957_normal.png,normal
D:\ai_project\data\ecg_images\103_364278_normal.png,normal
D:\ai_project\data\ecg_images\103_364608_normal.png,normal
D:\ai_project\data\ecg_images\103_364936_normal.png,normal
D:\ai_project\data\ecg_images\103_365272_normal.png,normal
D:\ai_project\data\ecg_images\103_365600_normal.png,normal
D:\ai_project\data\ecg_images\103_365905_normal.png,normal
D:\ai_project\data\ecg_images\103_366215_normal.png,normal
D:\ai_project\data\ecg_images\103_366534_normal.png,normal
D:\ai_project\data\ecg_images\103_366861_normal.png,normal
D:\ai_project\data\ecg_images\103_367179_normal.png,normal
D:\ai_project\data\ecg_images\103_367498_normal.png,normal
D:\ai_project\data\ecg_images\103_367811_normal.png,normal
D:\ai_project\data\ecg_images\103_368100_normal.png,normal
D:\ai_project\data\ecg_images\103_368394_normal.png,normal
D:\ai_project\data\ecg_images\103_368700_normal.png,normal
D:\ai_project\data\ecg_images\103_369021_normal.png,normal
D:\ai_project\data\ecg_images\103_369336_normal.png,normal
D:\ai_project\data\ecg_images\103_369647_normal.png,normal
D:\ai_project\data\ecg_images\103_369965_normal.png,normal
D:\ai_project\data\ecg_images\103_370266_normal.png,normal
D:\ai_project\data\ecg_images\103_370557_normal.png,normal
D:\ai_project\data\ecg_images\103_370862_normal.png,normal
D:\ai_project\data\ecg_images\103_371192_normal.png,normal
D:\ai_project\data\ecg_images\103_371520_normal.png,normal
D:\ai_project\data\ecg_images\103_371843_normal.png,normal
D:\ai_project\data\ecg_images\103_372164_normal.png,normal
D:\ai_project\data\ecg_images\103_372474_normal.png,normal
D:\ai_project\data\ecg_images\103_372774_normal.png,normal
D:\ai_project\data\ecg_images\103_373084_normal.png,normal
D:\ai_project\data\ecg_images\103_373405_normal.png,normal
D:\ai_project\data\ecg_images\103_373731_normal.png,normal
D:\ai_project\data\ecg_images\103_374038_normal.png,normal
D:\ai_project\data\ecg_images\103_374345_normal.png,normal
D:\ai_project\data\ecg_images\103_374653_normal.png,normal
D:\ai_project\data\ecg_images\103_374948_normal.png,normal
D:\ai_project\data\ecg_images\103_375253_normal.png,normal
D:\ai_project\data\ecg_images\103_375576_normal.png,normal
D:\ai_project\data\ecg_images\103_375901_normal.png,normal
D:\ai_project\data\ecg_images\103_376216_normal.png,normal
D:\ai_project\data\ecg_images\103_376519_normal.png,normal
D:\ai_project\data\ecg_images\103_376836_normal.png,normal
D:\ai_project\data\ecg_images\103_377141_normal.png,normal
D:\ai_project\data\ecg_images\103_377446_normal.png,normal
D:\ai_project\data\ecg_images\103_377772_normal.png,normal
D:\ai_project\data\ecg_images\103_378105_normal.png,normal
D:\ai_project\data\ecg_images\103_378423_normal.png,normal
D:\ai_project\data\ecg_images\103_378728_normal.png,normal
D:\ai_project\data\ecg_images\103_379042_normal.png,normal
D:\ai_project\data\ecg_images\103_379357_normal.png,normal
D:\ai_project\data\ecg_images\103_379673_normal.png,normal
D:\ai_project\data\ecg_images\103_380000_normal.png,normal
D:\ai_project\data\ecg_images\103_380329_normal.png,normal
D:\ai_project\data\ecg_images\103_380652_normal.png,normal
D:\ai_project\data\ecg_images\103_380953_normal.png,normal
D:\ai_project\data\ecg_images\103_381259_normal.png,normal
D:\ai_project\data\ecg_images\103_381567_normal.png,normal
D:\ai_project\data\ecg_images\103_381872_normal.png,normal
D:\ai_project\data\ecg_images\103_382194_normal.png,normal
D:\ai_project\data\ecg_images\103_382511_normal.png,normal
D:\ai_project\data\ecg_images\103_382829_normal.png,normal
D:\ai_project\data\ecg_images\103_383128_normal.png,normal
D:\ai_project\data\ecg_images\103_383420_normal.png,normal
D:\ai_project\data\ecg_images\103_383739_normal.png,normal
D:\ai_project\data\ecg_images\103_384058_normal.png,normal
D:\ai_project\data\ecg_images\103_384380_normal.png,normal
D:\ai_project\data\ecg_images\103_384707_normal.png,normal
D:\ai_project\data\ecg_images\103_385033_normal.png,normal
D:\ai_project\data\ecg_images\103_385345_normal.png,normal
D:\ai_project\data\ecg_images\103_385647_normal.png,normal
D:\ai_project\data\ecg_images\103_385966_normal.png,normal
D:\ai_project\data\ecg_images\103_386291_normal.png,normal
D:\ai_project\data\ecg_images\103_386608_normal.png,normal
D:\ai_project\data\ecg_images\103_386921_normal.png,normal
D:\ai_project\data\ecg_images\103_387232_normal.png,normal
D:\ai_project\data\ecg_images\103_387535_normal.png,normal
D:\ai_project\data\ecg_images\103_387831_normal.png,normal
D:\ai_project\data\ecg_images\103_388142_normal.png,normal
D:\ai_project\data\ecg_images\103_388468_normal.png,normal
D:\ai_project\data\ecg_images\103_388786_normal.png,normal
D:\ai_project\data\ecg_images\103_389112_normal.png,normal
D:\ai_project\data\ecg_images\103_389426_normal.png,normal
D:\ai_project\data\ecg_images\103_389738_normal.png,normal
D:\ai_project\data\ecg_images\103_390036_normal.png,normal
D:\ai_project\data\ecg_images\103_390342_normal.png,normal
D:\ai_project\data\ecg_images\103_390676_normal.png,normal
D:\ai_project\data\ecg_images\103_390994_normal.png,normal
D:\ai_project\data\ecg_images\103_391302_normal.png,normal
D:\ai_project\data\ecg_images\103_391603_normal.png,normal
D:\ai_project\data\ecg_images\103_391897_normal.png,normal
D:\ai_project\data\ecg_images\103_392193_normal.png,normal
D:\ai_project\data\ecg_images\103_392322_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\103_392477_normal.png,normal
D:\ai_project\data\ecg_images\103_392768_normal.png,normal
D:\ai_project\data\ecg_images\103_393055_normal.png,normal
D:\ai_project\data\ecg_images\103_393325_normal.png,normal
D:\ai_project\data\ecg_images\103_393583_normal.png,normal
D:\ai_project\data\ecg_images\103_393832_normal.png,normal
D:\ai_project\data\ecg_images\103_394080_normal.png,normal
D:\ai_project\data\ecg_images\103_394327_normal.png,normal
D:\ai_project\data\ecg_images\103_394566_normal.png,normal
D:\ai_project\data\ecg_images\103_394809_normal.png,normal
D:\ai_project\data\ecg_images\103_395066_normal.png,normal
D:\ai_project\data\ecg_images\103_395320_normal.png,normal
D:\ai_project\data\ecg_images\103_395437_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\103_395567_normal.png,normal
D:\ai_project\data\ecg_images\103_395804_normal.png,normal
D:\ai_project\data\ecg_images\103_396037_normal.png,normal
D:\ai_project\data\ecg_images\103_396273_normal.png,normal
D:\ai_project\data\ecg_images\103_396518_normal.png,normal
D:\ai_project\data\ecg_images\103_396761_normal.png,normal
D:\ai_project\data\ecg_images\103_397014_normal.png,normal
D:\ai_project\data\ecg_images\103_397286_normal.png,normal
D:\ai_project\data\ecg_images\103_397569_normal.png,normal
D:\ai_project\data\ecg_images\103_397845_normal.png,normal
D:\ai_project\data\ecg_images\103_398111_normal.png,normal
D:\ai_project\data\ecg_images\103_398385_normal.png,normal
D:\ai_project\data\ecg_images\103_398671_normal.png,normal
D:\ai_project\data\ecg_images\103_398968_normal.png,normal
D:\ai_project\data\ecg_images\103_399274_normal.png,normal
D:\ai_project\data\ecg_images\103_399588_normal.png,normal
D:\ai_project\data\ecg_images\103_399910_normal.png,normal
D:\ai_project\data\ecg_images\103_400218_normal.png,normal
D:\ai_project\data\ecg_images\103_400521_normal.png,normal
D:\ai_project\data\ecg_images\103_400829_normal.png,normal
D:\ai_project\data\ecg_images\103_401157_normal.png,normal
D:\ai_project\data\ecg_images\103_401487_normal.png,normal
D:\ai_project\data\ecg_images\103_401827_normal.png,normal
D:\ai_project\data\ecg_images\103_402164_normal.png,normal
D:\ai_project\data\ecg_images\103_402481_normal.png,normal
D:\ai_project\data\ecg_images\103_402803_normal.png,normal
D:\ai_project\data\ecg_images\103_403132_normal.png,normal
D:\ai_project\data\ecg_images\103_403475_normal.png,normal
D:\ai_project\data\ecg_images\103_403809_normal.png,normal
D:\ai_project\data\ecg_images\103_404150_normal.png,normal
D:\ai_project\data\ecg_images\103_404482_normal.png,normal
D:\ai_project\data\ecg_images\103_404792_normal.png,normal
D:\ai_project\data\ecg_images\103_405100_normal.png,normal
D:\ai_project\data\ecg_images\103_405404_normal.png,normal
D:\ai_project\data\ecg_images\103_405724_normal.png,normal
D:\ai_project\data\ecg_images\103_406044_normal.png,normal
D:\ai_project\data\ecg_images\103_406357_normal.png,normal
D:\ai_project\data\ecg_images\103_406685_normal.png,normal
D:\ai_project\data\ecg_images\103_406993_normal.png,normal
D:\ai_project\data\ecg_images\103_407303_normal.png,normal
D:\ai_project\data\ecg_images\103_407627_normal.png,normal
D:\ai_project\data\ecg_images\103_407954_normal.png,normal
D:\ai_project\data\ecg_images\103_408286_normal.png,normal
D:\ai_project\data\ecg_images\103_408614_normal.png,normal
D:\ai_project\data\ecg_images\103_408936_normal.png,normal
D:\ai_project\data\ecg_images\103_409229_normal.png,normal
D:\ai_project\data\ecg_images\103_409520_normal.png,normal
D:\ai_project\data\ecg_images\103_409830_normal.png,normal
D:\ai_project\data\ecg_images\103_410173_normal.png,normal
D:\ai_project\data\ecg_images\103_410497_normal.png,normal
D:\ai_project\data\ecg_images\103_410816_normal.png,normal
D:\ai_project\data\ecg_images\103_411140_normal.png,normal
D:\ai_project\data\ecg_images\103_411454_normal.png,normal
D:\ai_project\data\ecg_images\103_411755_normal.png,normal
D:\ai_project\data\ecg_images\103_412068_normal.png,normal
D:\ai_project\data\ecg_images\103_412402_normal.png,normal
D:\ai_project\data\ecg_images\103_412731_normal.png,normal
D:\ai_project\data\ecg_images\103_413022_normal.png,normal
D:\ai_project\data\ecg_images\103_413301_normal.png,normal
D:\ai_project\data\ecg_images\103_413367_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\103_413576_normal.png,normal
D:\ai_project\data\ecg_images\103_413836_normal.png,normal
D:\ai_project\data\ecg_images\103_414092_normal.png,normal
D:\ai_project\data\ecg_images\103_414360_normal.png,normal
D:\ai_project\data\ecg_images\103_414630_normal.png,normal
D:\ai_project\data\ecg_images\103_414903_normal.png,normal
D:\ai_project\data\ecg_images\103_415166_normal.png,normal
D:\ai_project\data\ecg_images\103_415421_normal.png,normal
D:\ai_project\data\ecg_images\103_415687_normal.png,normal
D:\ai_project\data\ecg_images\103_415951_normal.png,normal
D:\ai_project\data\ecg_images\103_416216_normal.png,normal
D:\ai_project\data\ecg_images\103_416500_normal.png,normal
D:\ai_project\data\ecg_images\103_416790_normal.png,normal
D:\ai_project\data\ecg_images\103_417092_normal.png,normal
D:\ai_project\data\ecg_images\103_417392_normal.png,normal
D:\ai_project\data\ecg_images\103_417689_normal.png,normal
D:\ai_project\data\ecg_images\103_417997_normal.png,normal
D:\ai_project\data\ecg_images\103_418275_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\103_418638_normal.png,normal
D:\ai_project\data\ecg_images\103_418976_normal.png,normal
D:\ai_project\data\ecg_images\103_419305_normal.png,normal
D:\ai_project\data\ecg_images\103_419627_normal.png,normal
D:\ai_project\data\ecg_images\103_419931_normal.png,normal
D:\ai_project\data\ecg_images\103_420249_normal.png,normal
D:\ai_project\data\ecg_images\103_420574_normal.png,normal
D:\ai_project\data\ecg_images\103_420894_normal.png,normal
D:\ai_project\data\ecg_images\103_421234_normal.png,normal
D:\ai_project\data\ecg_images\103_421564_normal.png,normal
D:\ai_project\data\ecg_images\103_421882_normal.png,normal
D:\ai_project\data\ecg_images\103_422192_normal.png,normal
D:\ai_project\data\ecg_images\103_422512_normal.png,normal
D:\ai_project\data\ecg_images\103_422843_normal.png,normal
D:\ai_project\data\ecg_images\103_423172_normal.png,normal
D:\ai_project\data\ecg_images\103_423513_normal.png,normal
D:\ai_project\data\ecg_images\103_423842_normal.png,normal
D:\ai_project\data\ecg_images\103_424160_normal.png,normal
D:\ai_project\data\ecg_images\103_424467_normal.png,normal
D:\ai_project\data\ecg_images\103_424779_normal.png,normal
D:\ai_project\data\ecg_images\103_425101_normal.png,normal
D:\ai_project\data\ecg_images\103_425420_normal.png,normal
D:\ai_project\data\ecg_images\103_425740_normal.png,normal
D:\ai_project\data\ecg_images\103_426054_normal.png,normal
D:\ai_project\data\ecg_images\103_426367_normal.png,normal
D:\ai_project\data\ecg_images\103_426677_normal.png,normal
D:\ai_project\data\ecg_images\103_426998_normal.png,normal
D:\ai_project\data\ecg_images\103_427345_normal.png,normal
D:\ai_project\data\ecg_images\103_427678_normal.png,normal
D:\ai_project\data\ecg_images\103_428020_normal.png,normal
D:\ai_project\data\ecg_images\103_428344_normal.png,normal
D:\ai_project\data\ecg_images\103_428666_normal.png,normal
D:\ai_project\data\ecg_images\103_428983_normal.png,normal
D:\ai_project\data\ecg_images\103_429316_normal.png,normal
D:\ai_project\data\ecg_images\103_429671_normal.png,normal
D:\ai_project\data\ecg_images\103_430000_normal.png,normal
D:\ai_project\data\ecg_images\103_430334_normal.png,normal
D:\ai_project\data\ecg_images\103_430653_normal.png,normal
D:\ai_project\data\ecg_images\103_430974_normal.png,normal
D:\ai_project\data\ecg_images\103_431287_normal.png,normal
D:\ai_project\data\ecg_images\103_431617_normal.png,normal
D:\ai_project\data\ecg_images\103_431958_normal.png,normal
D:\ai_project\data\ecg_images\103_432284_normal.png,normal
D:\ai_project\data\ecg_images\103_432586_normal.png,normal
D:\ai_project\data\ecg_images\103_432867_normal.png,normal
D:\ai_project\data\ecg_images\103_433139_normal.png,normal
D:\ai_project\data\ecg_images\103_433405_normal.png,normal
D:\ai_project\data\ecg_images\103_433671_normal.png,normal
D:\ai_project\data\ecg_images\103_433958_normal.png,normal
D:\ai_project\data\ecg_images\103_434246_normal.png,normal
D:\ai_project\data\ecg_images\103_434530_normal.png,normal
D:\ai_project\data\ecg_images\103_434808_normal.png,normal
D:\ai_project\data\ecg_images\103_435081_normal.png,normal
D:\ai_project\data\ecg_images\103_435359_normal.png,normal
D:\ai_project\data\ecg_images\103_435636_normal.png,normal
D:\ai_project\data\ecg_images\103_435911_normal.png,normal
D:\ai_project\data\ecg_images\103_436197_normal.png,normal
D:\ai_project\data\ecg_images\103_436484_normal.png,normal
D:\ai_project\data\ecg_images\103_436751_normal.png,normal
D:\ai_project\data\ecg_images\103_437003_normal.png,normal
D:\ai_project\data\ecg_images\103_437256_normal.png,normal
D:\ai_project\data\ecg_images\103_437512_normal.png,normal
D:\ai_project\data\ecg_images\103_437775_normal.png,normal
D:\ai_project\data\ecg_images\103_438038_normal.png,normal
D:\ai_project\data\ecg_images\103_438305_normal.png,normal
D:\ai_project\data\ecg_images\103_438589_normal.png,normal
D:\ai_project\data\ecg_images\103_438866_normal.png,normal
D:\ai_project\data\ecg_images\103_439133_normal.png,normal
D:\ai_project\data\ecg_images\103_439404_normal.png,normal
D:\ai_project\data\ecg_images\103_439683_normal.png,normal
D:\ai_project\data\ecg_images\103_439977_normal.png,normal
D:\ai_project\data\ecg_images\103_440272_normal.png,normal
D:\ai_project\data\ecg_images\103_440572_normal.png,normal
D:\ai_project\data\ecg_images\103_440893_normal.png,normal
D:\ai_project\data\ecg_images\103_441202_normal.png,normal
D:\ai_project\data\ecg_images\103_441506_normal.png,normal
D:\ai_project\data\ecg_images\103_441812_normal.png,normal
D:\ai_project\data\ecg_images\103_442135_normal.png,normal
D:\ai_project\data\ecg_images\103_442478_normal.png,normal
D:\ai_project\data\ecg_images\103_442812_normal.png,normal
D:\ai_project\data\ecg_images\103_443152_normal.png,normal
D:\ai_project\data\ecg_images\103_443478_normal.png,normal
D:\ai_project\data\ecg_images\103_443786_normal.png,normal
D:\ai_project\data\ecg_images\103_444100_normal.png,normal
D:\ai_project\data\ecg_images\103_444431_normal.png,normal
D:\ai_project\data\ecg_images\103_444773_normal.png,normal
D:\ai_project\data\ecg_images\103_445105_normal.png,normal
D:\ai_project\data\ecg_images\103_445449_normal.png,normal
D:\ai_project\data\ecg_images\103_445776_normal.png,normal
D:\ai_project\data\ecg_images\103_446085_normal.png,normal
D:\ai_project\data\ecg_images\103_446406_normal.png,normal
D:\ai_project\data\ecg_images\103_446743_normal.png,normal
D:\ai_project\data\ecg_images\103_447076_normal.png,normal
D:\ai_project\data\ecg_images\103_447405_normal.png,normal
D:\ai_project\data\ecg_images\103_447735_normal.png,normal
D:\ai_project\data\ecg_images\103_448047_normal.png,normal
D:\ai_project\data\ecg_images\103_448354_normal.png,normal
D:\ai_project\data\ecg_images\103_448671_normal.png,normal
